step	total_gs	compute_gs	write_gs
85	263942	176012	0.647
86	263942	176013	0.648
87	263942	176013	0.649
88	263943	176013	0.65
89	263943	176013	0.65
90	263943	176013	0.723
91	270542	180414	0.724
92	277140	184814	0.725
93	283738	189214	0.726
94	290336	193614	0.727
95	296935	198014	0.727
96	303533	202414	0.728
97	310131	206814	0.729
98	316729	211214	0.73
99	323328	215615	0.731
100	329926	220015	0.804
101	329926	220015	0.805
102	329926	220015	0.806
103	329926	220015	0.806
104	329927	220015	0.806
105	329927	220015	0.806
106	329927	220016	0.807
107	329927	220016	0.807
108	329927	220016	0.808
109	329927	220016	0.808
110	329928	220016	0.882
111	336526	224417	0.883
112	343124	228817	0.884
113	349723	233217	0.885
114	356321	237617	0.885
115	362920	242017	0.886
116	369518	246417	0.887
117	376117	250817	0.887
118	382715	255218	0.887
119	389313	259618	0.888
120	393713	261818	0.961
121	393713	261818	0.962
122	393713	261819	0.962
123	393713	261819	0.962
124	393714	261819	0.963
125	393714	261819	0.964
126	393714	261819	0.965
127	393714	261820	0.966
128	393714	261820	0.967
129	393715	261820	0.968
130	393715	261820	1.041
131	400313	266221	1.042
132	406912	270621	1.043
133	413510	275021	1.044
134	420108	279421	1.045
135	426707	283822	1.046
136	433305	288221	1.047
137	439903	292621	1.048
138	446501	297021	1.048
139	453100	301421	1.049
140	459698	305822	1.122
141	459698	305822	1.123
142	459698	305822	1.123
143	459698	305822	1.124
144	459699	305822	1.125
145	459699	305822	1.126
146	459699	305823	1.127
147	459699	305823	1.128
148	459699	305823	1.129
149	459700	305823	1.13
150	459700	305823	1.204
151	466299	310224	1.205
152	472897	314624	1.206
153	479495	319024	1.207
154	486093	323423	1.207
155	492692	327823	1.208
156	499290	332224	1.208
157	505888	336624	1.209
158	512487	341024	1.21
159	519085	345424	1.211
160	525683	349824	1.284
161	525683	349824	1.285
162	525684	349824	1.286
163	525684	349824	1.286
164	525684	349825	1.287
165	525684	349825	1.288
166	525684	349825	1.289
167	525685	349825	1.289
168	525685	349825	1.289
169	525685	349825	1.29
170	525685	349826	1.363
171	532283	354226	1.364
172	538881	358626	1.364
173	545480	363026	1.364
174	552078	367426	1.365
175	558676	371826	1.366
176	565274	376226	1.367
177	571873	380626	1.368
178	578471	385026	1.369
179	585069	389426	1.37
180	591667	393826	1.443
181	591667	393826	1.443
182	591668	393826	1.443
183	591668	393826	1.444
184	591668	393826	1.444
185	591668	393827	1.445
186	591668	393827	1.445
187	591668	393827	1.445
188	591669	393827	1.445
189	591669	393827	1.446
190	591669	393828	1.52
191	598268	398228	1.521
192	604866	402628	1.522
193	611464	407028	1.523
194	618062	411428	1.524
195	624661	415828	1.525
196	624661	415828	1.526
197	624661	415828	1.527
198	624661	415829	1.528
199	624662	415829	1.529
200	624662	415829	1.603
201	631260	420229	1.604
202	637859	424629	1.605
203	644457	429029	1.606
204	651055	433429	1.607
205	657653	437829	1.607
206	664251	442229	1.608
207	670849	446629	1.609
208	677448	451029	1.61
209	684046	455429	1.61
210	690644	459829	1.683
211	690644	459829	1.683
212	690645	459829	1.684
213	690645	459829	1.685
214	690645	459829	1.685
215	690645	459830	1.686
216	690645	459830	1.686
217	690646	459830	1.687
218	690646	459830	1.688
219	690646	459830	1.689
220	690646	459830	1.763
221	697244	464231	1.764
222	703843	468631	1.765
223	710441	473031	1.765
224	717039	477431	1.766
225	723638	481831	1.767
226	730236	486231	1.768
227	736835	490631	1.769
228	743433	495031	1.77
229	750031	499431	1.77
230	756629	503831	1.843
231	756629	503831	1.844
232	756630	503832	1.845
233	756630	503832	1.846
234	756630	503832	1.846
235	756630	503832	1.846
236	756630	503832	1.846
237	756630	503833	1.846
238	756631	503833	1.847
239	756631	503833	1.848
240	756631	503833	1.922
241	763229	508233	1.923
242	769828	512634	1.924
243	776426	517034	1.925
244	783024	521434	1.926
245	789622	525834	1.927
246	796221	530234	1.928
247	802819	534634	1.929
248	809417	539034	1.93
249	816016	543434	1.931
250	822614	547835	2.003
251	822614	547835	2.004
252	822615	547835	2.005
253	822615	547835	2.005
254	822615	547835	2.005
255	822615	547835	2.005
256	822615	547836	2.006
257	822615	547836	2.006
258	822616	547836	2.007
259	822616	547836	2.007
260	822616	547836	2.08
261	829214	552236	2.081
262	835813	556637	2.081
263	842411	561037	2.082
264	849009	565437	2.083
265	855607	569837	2.083
266	862206	574237	2.084
267	868804	578637	2.085
268	875403	583037	2.086
269	882001	587437	2.087
270	888600	591838	2.16
271	888600	591838	2.161
272	888600	591838	2.162
273	888600	591838	2.163
274	888600	591838	2.163
275	888601	591839	2.164
276	888601	591839	2.164
277	888601	591839	2.165
278	888601	591839	2.165
279	888601	591839	2.165
280	888602	591840	2.238
281	893002	594040	2.239
282	899600	598440	2.24
283	906198	602840	2.241
284	912797	607240	2.242
285	919395	611641	2.243
286	925994	616041	2.244
287	932592	620441	2.245
288	939190	624841	2.246
289	945789	629241	2.247
290	952387	633641	2.321
291	952387	633641	2.322
292	952387	633641	2.323
293	952387	633641	2.324
294	952387	633641	2.325
295	952388	633642	2.326
296	952388	633642	2.327
297	952388	633642	2.328
298	952388	633642	2.329
299	952388	633642	2.33
300	952389	633643	2.403
301	958987	638043	2.404
302	965585	642443	2.405
303	972183	646843	2.405
304	978782	651243	2.406
305	985380	655643	2.407
306	991979	660043	2.408
307	998577	664443	2.409
308	1.00518e+06	668844	2.41
309	1.01177e+06	673244	2.411
310	1.01837e+06	677644	2.484
311	1.01837e+06	677644	2.485
312	1.01837e+06	677644	2.485
313	1.01837e+06	677644	2.485
314	1.01837e+06	677644	2.486
315	1.01837e+06	677645	2.487
316	1.01837e+06	677645	2.487
317	1.01837e+06	677645	2.488
318	1.01837e+06	677645	2.489
319	1.01837e+06	677645	2.489
320	1.01837e+06	677646	2.562
321	1.02497e+06	682046	2.563
322	1.03157e+06	686446	2.564
323	1.03817e+06	690846	2.565
324	1.04477e+06	695246	2.566
325	1.05137e+06	699646	2.567
326	1.05796e+06	704046	2.568
327	1.06456e+06	708446	2.569
328	1.07116e+06	712846	2.57
329	1.07776e+06	717246	2.571
330	1.08436e+06	721646	2.644
331	1.08436e+06	721646	2.645
332	1.08436e+06	721647	2.645
333	1.08436e+06	721647	2.646
334	1.08436e+06	721647	2.646
335	1.08436e+06	721647	2.647
336	1.08436e+06	721647	2.648
337	1.08436e+06	721647	2.649
338	1.08436e+06	721648	2.65
339	1.08436e+06	721648	2.651
340	1.08436e+06	721648	2.724
341	1.09096e+06	726048	2.724
342	1.09755e+06	730447	2.725
343	1.10415e+06	734848	2.725
344	1.11075e+06	739248	2.726
345	1.11735e+06	743648	2.727
346	1.12395e+06	748047	2.728
347	1.13054e+06	752447	2.729
348	1.13714e+06	756847	2.73
349	1.14374e+06	761247	2.731
350	1.15034e+06	765647	2.804
351	1.15034e+06	765647	2.804
352	1.15034e+06	765648	2.805
353	1.15034e+06	765648	2.806
354	1.15034e+06	765648	2.807
355	1.15034e+06	765648	2.807
356	1.15034e+06	765648	2.808
357	1.15034e+06	765649	2.809
358	1.15034e+06	765649	2.809
359	1.15034e+06	765649	2.81
360	1.15034e+06	765649	2.883
361	1.15694e+06	770049	2.884
362	1.16354e+06	774449	2.885
363	1.17013e+06	778849	2.886
364	1.17673e+06	783250	2.887
365	1.18333e+06	787650	2.888
366	1.18993e+06	792050	2.889
367	1.19653e+06	796450	2.89
368	1.20312e+06	800850	2.891
369	1.20972e+06	805250	2.892
370	1.21632e+06	809650	2.965
371	1.21632e+06	809650	2.966
372	1.21632e+06	809651	2.967
373	1.21632e+06	809651	2.967
374	1.21632e+06	809651	2.968
375	1.21632e+06	809651	2.968
376	1.21632e+06	809651	2.969
377	1.21632e+06	809652	2.969
378	1.21632e+06	809652	2.97
379	1.21632e+06	809652	2.97
380	1.21632e+06	809652	3.043
381	1.22292e+06	814052	3.044
382	1.22952e+06	818452	3.045
383	1.23612e+06	822852	3.045
384	1.24272e+06	827253	3.046
385	1.24931e+06	831653	3.047
386	1.25371e+06	833854	3.048
387	1.26031e+06	838254	3.049
388	1.26691e+06	842654	3.05
389	1.27351e+06	847054	3.051
390	1.28011e+06	851454	3.124
391	1.28011e+06	851455	3.124
392	1.28011e+06	851455	3.125
393	1.28011e+06	851455	3.125
394	1.28011e+06	851455	3.126
395	1.28011e+06	851455	3.127
396	1.28011e+06	851455	3.128
397	1.28011e+06	851456	3.129
398	1.28011e+06	851456	3.129
399	1.28011e+06	851456	3.129
400	1.28011e+06	851456	3.202
401	1.28671e+06	855856	3.203
402	1.2933e+06	860256	3.204
403	1.2999e+06	864656	3.205
404	1.3065e+06	869057	3.206
405	1.3131e+06	873457	3.207
406	1.3197e+06	877857	3.208
407	1.32629e+06	882257	3.209
408	1.33289e+06	886657	3.21
409	1.33949e+06	891057	3.211
410	1.34389e+06	893257	3.284
411	1.34389e+06	893257	3.284
412	1.34389e+06	893257	3.285
413	1.34389e+06	893258	3.285
414	1.34389e+06	893258	3.286
415	1.34389e+06	893258	3.287
416	1.34389e+06	893258	3.288
417	1.34389e+06	893258	3.288
418	1.34389e+06	893258	3.289
419	1.34389e+06	893259	3.289
420	1.34389e+06	893259	3.363
421	1.35049e+06	897659	3.364
422	1.35709e+06	902059	3.365
423	1.36369e+06	906459	3.365
424	1.37029e+06	910859	3.366
425	1.37688e+06	915259	3.367
426	1.38348e+06	919659	3.368
427	1.39008e+06	924059	3.369
428	1.39668e+06	928460	3.37
429	1.40328e+06	932860	3.37
430	1.40987e+06	937260	3.443
431	1.40987e+06	937260	3.444
432	1.40987e+06	937260	3.445
433	1.40987e+06	937260	3.446
434	1.40987e+06	937261	3.446
435	1.40988e+06	937261	3.447
436	1.40988e+06	937261	3.448
437	1.40988e+06	937261	3.448
438	1.40988e+06	937261	3.449
439	1.40988e+06	937261	3.45
440	1.40988e+06	937262	3.524
441	1.41647e+06	941662	3.525
442	1.42307e+06	946062	3.525
443	1.42967e+06	950462	3.526
444	1.43407e+06	952662	3.527
445	1.44067e+06	957062	3.528
446	1.44727e+06	961463	3.529
447	1.45386e+06	965863	3.53
448	1.46046e+06	970263	3.531
449	1.46706e+06	974663	3.532
450	1.47366e+06	979063	3.604
451	1.47366e+06	979063	3.605
452	1.47366e+06	979063	3.605
453	1.47366e+06	979063	3.606
454	1.47366e+06	979064	3.607
455	1.47366e+06	979064	3.608
456	1.47366e+06	979064	3.609
457	1.47366e+06	979064	3.61
458	1.47366e+06	979064	3.61
459	1.47366e+06	979064	3.611
460	1.47366e+06	979065	3.684
461	1.48026e+06	983465	3.685
462	1.48686e+06	987865	3.686
463	1.49346e+06	992265	3.686
464	1.50005e+06	996665	3.687
465	1.50665e+06	1.00107e+06	3.688
466	1.51325e+06	1.00547e+06	3.689
467	1.51985e+06	1.00986e+06	3.69
468	1.52645e+06	1.01427e+06	3.691
469	1.53304e+06	1.01867e+06	3.692
470	1.53964e+06	1.02307e+06	3.765
471	1.53964e+06	1.02307e+06	3.766
472	1.53964e+06	1.02307e+06	3.766
473	1.53964e+06	1.02307e+06	3.767
474	1.53964e+06	1.02307e+06	3.768
475	1.53964e+06	1.02307e+06	3.769
476	1.53964e+06	1.02307e+06	3.769
477	1.53964e+06	1.02307e+06	3.769
478	1.53964e+06	1.02307e+06	3.77
479	1.53964e+06	1.02307e+06	3.771
480	1.53964e+06	1.02307e+06	3.844
481	1.54624e+06	1.02747e+06	3.845
482	1.55284e+06	1.03187e+06	3.846
483	1.55944e+06	1.03627e+06	3.847
484	1.56604e+06	1.04067e+06	3.848
485	1.57264e+06	1.04507e+06	3.849
486	1.57923e+06	1.04947e+06	3.85
487	1.58583e+06	1.05387e+06	3.851
488	1.59243e+06	1.05827e+06	3.852
489	1.59903e+06	1.06267e+06	3.853
490	1.60563e+06	1.06707e+06	3.925
491	1.60563e+06	1.06707e+06	3.925
492	1.60563e+06	1.06707e+06	3.926
493	1.60563e+06	1.06707e+06	3.926
494	1.60563e+06	1.06707e+06	3.927
495	1.60563e+06	1.06707e+06	3.928
496	1.60563e+06	1.06707e+06	3.928
497	1.60563e+06	1.06707e+06	3.929
498	1.60563e+06	1.06707e+06	3.93
499	1.60563e+06	1.06707e+06	3.931
500	1.60563e+06	1.06707e+06	4.005
501	1.61223e+06	1.07147e+06	4.006
502	1.61882e+06	1.07587e+06	4.006
503	1.62542e+06	1.08027e+06	4.007
504	1.63202e+06	1.08467e+06	4.008
505	1.63642e+06	1.08687e+06	4.009
506	1.64302e+06	1.09127e+06	4.009
507	1.64962e+06	1.09567e+06	4.01
508	1.65621e+06	1.10007e+06	4.011
509	1.66281e+06	1.10447e+06	4.011
510	1.66941e+06	1.10887e+06	4.083
511	1.66941e+06	1.10887e+06	4.083
512	1.66941e+06	1.10887e+06	4.083
513	1.66941e+06	1.10887e+06	4.083
514	1.66941e+06	1.10887e+06	4.084
515	1.66941e+06	1.10887e+06	4.084
516	1.66941e+06	1.10887e+06	4.085
517	1.66941e+06	1.10887e+06	4.086
518	1.66941e+06	1.10887e+06	4.087
519	1.66941e+06	1.10887e+06	4.087
520	1.66941e+06	1.10887e+06	4.16
521	1.67601e+06	1.11327e+06	4.161
522	1.68041e+06	1.11547e+06	4.162
523	1.68701e+06	1.11987e+06	4.162
524	1.69361e+06	1.12427e+06	4.163
525	1.70021e+06	1.12867e+06	4.164
526	1.70461e+06	1.13087e+06	4.165
527	1.7112e+06	1.13527e+06	4.166
528	1.7178e+06	1.13967e+06	4.167
529	1.7222e+06	1.14187e+06	4.168
530	1.7288e+06	1.14627e+06	4.24
531	1.7288e+06	1.14627e+06	4.241
532	1.7288e+06	1.14627e+06	4.242
533	1.7288e+06	1.14627e+06	4.243
534	1.7288e+06	1.14627e+06	4.243
535	1.7288e+06	1.14627e+06	4.243
536	1.7288e+06	1.14627e+06	4.244
537	1.7288e+06	1.14628e+06	4.245
538	1.7288e+06	1.14628e+06	4.245
539	1.7288e+06	1.14628e+06	4.246
540	1.7288e+06	1.14628e+06	4.319
541	1.7354e+06	1.15068e+06	4.32
542	1.742e+06	1.15508e+06	4.321
543	1.7486e+06	1.15948e+06	4.322
544	1.75519e+06	1.16388e+06	4.323
545	1.76179e+06	1.16828e+06	4.323
546	1.76839e+06	1.17268e+06	4.324
547	1.77499e+06	1.17708e+06	4.325
548	1.78159e+06	1.18148e+06	4.326
549	1.78818e+06	1.18588e+06	4.326
550	1.79478e+06	1.19028e+06	4.398
551	1.79478e+06	1.19028e+06	4.398
552	1.79478e+06	1.19028e+06	4.399
553	1.79478e+06	1.19028e+06	4.4
554	1.79478e+06	1.19028e+06	4.401
555	1.79478e+06	1.19028e+06	4.402
556	1.79478e+06	1.19028e+06	4.402
557	1.79478e+06	1.19028e+06	4.402
558	1.79478e+06	1.19028e+06	4.403
559	1.79478e+06	1.19028e+06	4.404
560	1.79478e+06	1.19028e+06	4.478
561	1.80138e+06	1.19468e+06	4.479
562	1.80798e+06	1.19908e+06	4.479
563	1.81458e+06	1.20348e+06	4.48
564	1.81898e+06	1.20568e+06	4.48
565	1.82558e+06	1.21008e+06	4.481
566	1.83217e+06	1.21448e+06	4.482
567	1.83657e+06	1.21668e+06	4.483
568	1.84317e+06	1.22108e+06	4.483
569	1.84977e+06	1.22548e+06	4.484
570	1.85637e+06	1.22988e+06	4.557
571	1.85637e+06	1.22988e+06	4.558
572	1.85637e+06	1.22988e+06	4.559
573	1.85637e+06	1.22988e+06	4.56
574	1.85637e+06	1.22988e+06	4.56
575	1.85637e+06	1.22988e+06	4.561
576	1.85637e+06	1.22988e+06	4.562
577	1.85637e+06	1.22988e+06	4.563
578	1.85637e+06	1.22988e+06	4.564
579	1.85637e+06	1.22988e+06	4.565
580	1.85637e+06	1.22988e+06	4.638
581	1.86297e+06	1.23428e+06	4.639
582	1.86957e+06	1.23868e+06	4.64
583	1.87616e+06	1.24308e+06	4.64
584	1.88056e+06	1.24528e+06	4.641
585	1.88716e+06	1.24968e+06	4.641
586	1.89376e+06	1.25408e+06	4.641
587	1.89816e+06	1.25628e+06	4.642
588	1.90036e+06	1.25628e+06	4.643
589	1.90696e+06	1.26068e+06	4.644
590	1.91356e+06	1.26508e+06	4.717
591	1.91356e+06	1.26508e+06	4.717
592	1.91356e+06	1.26508e+06	4.718
593	1.91356e+06	1.26508e+06	4.719
594	1.91356e+06	1.26508e+06	4.719
595	1.91356e+06	1.26508e+06	4.72
596	1.91356e+06	1.26508e+06	4.721
597	1.91356e+06	1.26508e+06	4.722
598	1.91356e+06	1.26508e+06	4.723
599	1.91356e+06	1.26509e+06	4.724
600	1.91356e+06	1.26509e+06	4.797
601	1.92016e+06	1.26949e+06	4.798
602	1.92676e+06	1.27389e+06	4.799
603	1.93335e+06	1.27829e+06	4.8
604	1.93995e+06	1.28269e+06	4.8
605	1.94655e+06	1.28709e+06	4.801
606	1.95315e+06	1.29149e+06	4.801
607	1.95975e+06	1.29589e+06	4.802
608	1.96634e+06	1.30029e+06	4.803
609	1.97294e+06	1.30469e+06	4.804
610	1.97954e+06	1.30909e+06	4.877
611	1.97954e+06	1.30909e+06	4.878
612	1.97954e+06	1.30909e+06	4.879
613	1.97954e+06	1.30909e+06	4.88
614	1.97954e+06	1.30909e+06	4.881
615	1.97954e+06	1.30909e+06	4.881
616	1.97954e+06	1.30909e+06	4.881
617	1.97954e+06	1.30909e+06	4.881
618	1.97954e+06	1.30909e+06	4.882
619	1.97954e+06	1.30909e+06	4.883
620	1.97954e+06	1.30909e+06	4.956
621	1.98614e+06	1.31349e+06	4.957
622	1.99274e+06	1.31789e+06	4.958
623	1.99934e+06	1.32229e+06	4.959
624	2.00594e+06	1.32669e+06	4.96
625	2.01253e+06	1.33109e+06	4.961
626	2.01913e+06	1.33549e+06	4.962
627	2.02573e+06	1.33989e+06	4.962
628	2.03343e+06	1.34429e+06	4.962
629	2.04223e+06	1.35089e+06	4.963
630	2.04883e+06	1.35529e+06	5.036
631	2.05543e+06	1.35969e+06	5.037
632	2.06203e+06	1.36409e+06	5.038
633	2.06863e+06	1.36849e+06	5.039
634	2.07523e+06	1.37289e+06	5.04
635	2.08182e+06	1.37729e+06	5.041
636	2.08842e+06	1.38169e+06	5.042
637	2.09502e+06	1.38609e+06	5.043
638	2.10162e+06	1.39049e+06	5.044
639	2.10822e+06	1.39489e+06	5.045
640	2.11481e+06	1.39929e+06	5.118
641	2.11481e+06	1.39929e+06	5.119
642	2.11481e+06	1.39929e+06	5.12
643	2.11482e+06	1.39929e+06	5.121
644	2.11482e+06	1.39929e+06	5.121
645	2.11482e+06	1.39929e+06	5.122
646	2.11482e+06	1.39929e+06	5.123
647	2.11482e+06	1.39929e+06	5.124
648	2.11482e+06	1.39929e+06	5.125
649	2.11482e+06	1.39929e+06	5.125
650	2.11482e+06	1.39929e+06	5.198
651	2.12141e+06	1.40369e+06	5.199
652	2.12801e+06	1.40809e+06	5.2
653	2.13461e+06	1.41249e+06	5.201
654	2.14121e+06	1.41689e+06	5.202
655	2.14561e+06	1.41909e+06	5.203
656	2.15221e+06	1.42349e+06	5.204
657	2.15881e+06	1.42789e+06	5.204
658	2.1654e+06	1.43229e+06	5.205
659	2.172e+06	1.43669e+06	5.206
660	2.1786e+06	1.44109e+06	5.279
661	2.1786e+06	1.44109e+06	5.279
662	2.1786e+06	1.44109e+06	5.28
663	2.1786e+06	1.44109e+06	5.281
664	2.1786e+06	1.44109e+06	5.282
665	2.1786e+06	1.44109e+06	5.283
666	2.1786e+06	1.44109e+06	5.283
667	2.1786e+06	1.44109e+06	5.284
668	2.1786e+06	1.4411e+06	5.285
669	2.1786e+06	1.4411e+06	5.286
670	2.1786e+06	1.4411e+06	5.359
671	2.1852e+06	1.4455e+06	5.36
672	2.1918e+06	1.4499e+06	5.361
673	2.1984e+06	1.4543e+06	5.361
674	2.20499e+06	1.4587e+06	5.362
675	2.21159e+06	1.4631e+06	5.363
676	2.21819e+06	1.4675e+06	5.364
677	2.22479e+06	1.4719e+06	5.364
678	2.23139e+06	1.4763e+06	5.365
679	2.23798e+06	1.4807e+06	5.366
680	2.24458e+06	1.4851e+06	5.439
681	2.24458e+06	1.4851e+06	5.44
682	2.24458e+06	1.4851e+06	5.44
683	2.24458e+06	1.4851e+06	5.441
684	2.24458e+06	1.4851e+06	5.441
685	2.24458e+06	1.4851e+06	5.442
686	2.24458e+06	1.4851e+06	5.442
687	2.24458e+06	1.4851e+06	5.442
688	2.24458e+06	1.4851e+06	5.443
689	2.24458e+06	1.4851e+06	5.443
690	2.24458e+06	1.4851e+06	5.517
691	2.25118e+06	1.4895e+06	5.518
692	2.25778e+06	1.4939e+06	5.519
693	2.26218e+06	1.4961e+06	5.52
694	2.26878e+06	1.5005e+06	5.521
695	2.27538e+06	1.5049e+06	5.522
696	2.28197e+06	1.5093e+06	5.523
697	2.28857e+06	1.5137e+06	5.524
698	2.29297e+06	1.5159e+06	5.525
699	2.29957e+06	1.5203e+06	5.526
700	2.30617e+06	1.5247e+06	5.598
701	2.30617e+06	1.5247e+06	5.599
702	2.30617e+06	1.5247e+06	5.6
703	2.30617e+06	1.5247e+06	5.601
704	2.30617e+06	1.5247e+06	5.602
705	2.30617e+06	1.5247e+06	5.602
706	2.30617e+06	1.5247e+06	5.603
707	2.30617e+06	1.5247e+06	5.603
708	2.30617e+06	1.5247e+06	5.604
709	2.30617e+06	1.5247e+06	5.605
710	2.30617e+06	1.5247e+06	5.678
711	2.31277e+06	1.5291e+06	5.679
712	2.31937e+06	1.5335e+06	5.68
713	2.32597e+06	1.5379e+06	5.681
714	2.33256e+06	1.5423e+06	5.682
715	2.33916e+06	1.5467e+06	5.683
716	2.34356e+06	1.5489e+06	5.683
717	2.35016e+06	1.5533e+06	5.684
718	2.35676e+06	1.5577e+06	5.685
719	2.36336e+06	1.5621e+06	5.686
720	2.36995e+06	1.5665e+06	5.759
721	2.36995e+06	1.5665e+06	5.759
722	2.36995e+06	1.5665e+06	5.759
723	2.36996e+06	1.5665e+06	5.759
724	2.36996e+06	1.5665e+06	5.76
725	2.36996e+06	1.5665e+06	5.76
726	2.36996e+06	1.5665e+06	5.76
727	2.36996e+06	1.5665e+06	5.76
728	2.36996e+06	1.5665e+06	5.761
729	2.36996e+06	1.5665e+06	5.762
730	2.36996e+06	1.5665e+06	5.836
731	2.37655e+06	1.5709e+06	5.837
732	2.38315e+06	1.5753e+06	5.838
733	2.38975e+06	1.5797e+06	5.839
734	2.39635e+06	1.5841e+06	5.84
735	2.40295e+06	1.5885e+06	5.841
736	2.40954e+06	1.5929e+06	5.842
737	2.41614e+06	1.5973e+06	5.843
738	2.42274e+06	1.6017e+06	5.843
739	2.42934e+06	1.6061e+06	5.844
740	2.43594e+06	1.6105e+06	5.917
741	2.43594e+06	1.6105e+06	5.918
742	2.43594e+06	1.6105e+06	5.919
743	2.43594e+06	1.6105e+06	5.92
744	2.43594e+06	1.6105e+06	5.92
745	2.43594e+06	1.6105e+06	5.92
746	2.43594e+06	1.6105e+06	5.921
747	2.43594e+06	1.61051e+06	5.921
748	2.43594e+06	1.61051e+06	5.921
749	2.43594e+06	1.61051e+06	5.921
750	2.43594e+06	1.61051e+06	5.995
751	2.44254e+06	1.61491e+06	5.996
752	2.44914e+06	1.61931e+06	5.997
753	2.45573e+06	1.62371e+06	5.998
754	2.46233e+06	1.62811e+06	5.998
755	2.46893e+06	1.63251e+06	5.999
756	2.47553e+06	1.63691e+06	6
757	2.48213e+06	1.64131e+06	6.001
758	2.48872e+06	1.64571e+06	6.001
759	2.49532e+06	1.65011e+06	6.002
760	2.50192e+06	1.65451e+06	6.074
761	2.50192e+06	1.65451e+06	6.075
762	2.50192e+06	1.65451e+06	6.076
763	2.50192e+06	1.65451e+06	6.076
764	2.50192e+06	1.65451e+06	6.077
765	2.50192e+06	1.65451e+06	6.078
766	2.50192e+06	1.65451e+06	6.079
767	2.50192e+06	1.65451e+06	6.08
768	2.50192e+06	1.65451e+06	6.081
769	2.50192e+06	1.65451e+06	6.082
770	2.50192e+06	1.65451e+06	6.156
771	2.50852e+06	1.65891e+06	6.157
772	2.51512e+06	1.66331e+06	6.158
773	2.52172e+06	1.66771e+06	6.158
774	2.52832e+06	1.67211e+06	6.159
775	2.53491e+06	1.67651e+06	6.16
776	2.54151e+06	1.68091e+06	6.161
777	2.54811e+06	1.68531e+06	6.162
778	2.55471e+06	1.68971e+06	6.162
779	2.56131e+06	1.69411e+06	6.163
780	2.5679e+06	1.69851e+06	6.236
781	2.5679e+06	1.69851e+06	6.236
782	2.56791e+06	1.69851e+06	6.237
783	2.56791e+06	1.69851e+06	6.238
784	2.56791e+06	1.69851e+06	6.239
785	2.56791e+06	1.69851e+06	6.24
786	2.56791e+06	1.69851e+06	6.241
787	2.56791e+06	1.69851e+06	6.242
788	2.56791e+06	1.69851e+06	6.243
789	2.56791e+06	1.69851e+06	6.244
790	2.56791e+06	1.69851e+06	6.317
791	2.5745e+06	1.70291e+06	6.318
792	2.5811e+06	1.70731e+06	6.319
793	2.5877e+06	1.71171e+06	6.32
794	2.5943e+06	1.71611e+06	6.321
795	2.6009e+06	1.72051e+06	6.322
796	2.6075e+06	1.72491e+06	6.323
797	2.61409e+06	1.72931e+06	6.324
798	2.62069e+06	1.73371e+06	6.325
799	2.62729e+06	1.73811e+06	6.326
800	2.63389e+06	1.74251e+06	6.399
801	2.63389e+06	1.74251e+06	6.4
802	2.63389e+06	1.74251e+06	6.401
803	2.63389e+06	1.74251e+06	6.402
