step	total_gs	compute_gs	write_gs
804	2.63389e+06	1.74251e+06	6.403
805	2.63389e+06	1.74251e+06	6.403
806	2.63389e+06	1.74251e+06	6.404
807	2.63389e+06	1.74251e+06	6.404
808	2.63389e+06	1.74251e+06	6.405
809	2.63389e+06	1.74251e+06	6.406
810	2.63389e+06	1.74251e+06	6.479
811	2.64049e+06	1.74691e+06	6.48
812	2.64489e+06	1.74911e+06	6.481
813	2.65149e+06	1.75351e+06	6.482
814	2.65808e+06	1.75791e+06	6.483
815	2.66468e+06	1.76231e+06	6.484
816	2.67128e+06	1.76671e+06	6.484
817	2.67788e+06	1.77111e+06	6.485
818	2.68448e+06	1.77552e+06	6.486
819	2.69108e+06	1.77991e+06	6.487
820	2.69767e+06	1.78432e+06	6.56
821	2.69767e+06	1.78432e+06	6.561
822	2.69767e+06	1.78432e+06	6.561
823	2.69767e+06	1.78432e+06	6.562
824	2.69767e+06	1.78432e+06	6.563
825	2.69767e+06	1.78432e+06	6.564
826	2.69768e+06	1.78432e+06	6.565
827	2.69768e+06	1.78432e+06	6.566
828	2.69768e+06	1.78432e+06	6.566
829	2.69768e+06	1.78432e+06	6.567
830	2.69768e+06	1.78432e+06	6.64
831	2.70427e+06	1.78872e+06	6.641
832	2.71087e+06	1.79312e+06	6.641
833	2.71747e+06	1.79752e+06	6.641
834	2.72407e+06	1.80192e+06	6.642
835	2.73067e+06	1.80632e+06	6.643
836	2.73726e+06	1.81072e+06	6.644
837	2.74386e+06	1.81512e+06	6.645
838	2.75046e+06	1.81952e+06	6.646
839	2.75706e+06	1.82392e+06	6.646
840	2.76366e+06	1.82832e+06	6.719
841	2.76366e+06	1.82832e+06	6.72
842	2.76366e+06	1.82832e+06	6.72
843	2.76366e+06	1.82832e+06	6.721
844	2.76366e+06	1.82832e+06	6.722
845	2.76366e+06	1.82832e+06	6.723
846	2.76366e+06	1.82832e+06	6.724
847	2.76366e+06	1.82832e+06	6.725
848	2.76366e+06	1.82832e+06	6.726
849	2.76366e+06	1.82832e+06	6.727
850	2.76366e+06	1.82832e+06	6.8
851	2.77026e+06	1.83272e+06	6.8
852	2.77686e+06	1.83712e+06	6.801
853	2.78345e+06	1.84152e+06	6.801
854	2.79005e+06	1.84592e+06	6.802
855	2.79665e+06	1.85032e+06	6.803
856	2.80325e+06	1.85472e+06	6.803
857	2.80985e+06	1.85912e+06	6.804
858	2.81644e+06	1.86352e+06	6.804
859	2.82304e+06	1.86792e+06	6.805
860	2.82964e+06	1.87232e+06	6.878
861	2.82964e+06	1.87232e+06	6.879
862	2.82964e+06	1.87232e+06	6.88
863	2.82964e+06	1.87232e+06	6.881
864	2.82964e+06	1.87232e+06	6.881
865	2.82964e+06	1.87232e+06	6.881
866	2.82964e+06	1.87232e+06	6.882
867	2.82964e+06	1.87232e+06	6.883
868	2.82964e+06	1.87232e+06	6.884
869	2.82964e+06	1.87232e+06	6.885
870	2.82964e+06	1.87232e+06	6.959
871	2.83624e+06	1.87672e+06	6.96
872	2.84284e+06	1.88112e+06	6.961
873	2.84944e+06	1.88552e+06	6.962
874	2.85604e+06	1.88992e+06	6.963
875	2.86263e+06	1.89432e+06	6.963
876	2.86923e+06	1.89872e+06	6.964
877	2.87583e+06	1.90312e+06	6.965
878	2.88243e+06	1.90752e+06	6.966
879	2.88903e+06	1.91192e+06	6.967
880	2.89563e+06	1.91632e+06	7.04
881	2.89563e+06	1.91632e+06	7.041
882	2.89563e+06	1.91632e+06	7.042
883	2.89563e+06	1.91632e+06	7.043
884	2.89563e+06	1.91632e+06	7.043
885	2.89563e+06	1.91632e+06	7.044
886	2.89563e+06	1.91632e+06	7.045
887	2.89563e+06	1.91632e+06	7.046
888	2.89563e+06	1.91632e+06	7.047
889	2.89563e+06	1.91632e+06	7.048
890	2.89563e+06	1.91633e+06	7.122
891	2.90223e+06	1.92073e+06	7.123
892	2.90882e+06	1.92513e+06	7.124
893	2.91542e+06	1.92953e+06	7.124
894	2.92202e+06	1.93393e+06	7.125
895	2.92862e+06	1.93833e+06	7.126
896	2.93522e+06	1.94273e+06	7.127
897	2.94182e+06	1.94713e+06	7.128
898	2.94841e+06	1.95153e+06	7.129
899	2.95501e+06	1.95593e+06	7.13
900	2.96161e+06	1.96033e+06	7.202
901	2.96161e+06	1.96033e+06	7.203
902	2.96161e+06	1.96033e+06	7.203
903	2.96161e+06	1.96033e+06	7.204
904	2.96161e+06	1.96033e+06	7.205
905	2.96161e+06	1.96033e+06	7.205
906	2.96161e+06	1.96033e+06	7.205
907	2.96161e+06	1.96033e+06	7.205
908	2.96161e+06	1.96033e+06	7.206
909	2.96161e+06	1.96033e+06	7.207
910	2.96161e+06	1.96033e+06	7.281
911	2.96821e+06	1.96473e+06	7.282
912	2.97481e+06	1.96913e+06	7.283
913	2.98141e+06	1.97353e+06	7.283
914	2.98801e+06	1.97793e+06	7.284
915	2.9946e+06	1.98233e+06	7.285
916	3.0012e+06	1.98673e+06	7.286
917	3.0078e+06	1.99113e+06	7.287
918	3.0144e+06	1.99553e+06	7.287
919	3.021e+06	1.99993e+06	7.288
920	3.0276e+06	2.00433e+06	7.36
921	3.0276e+06	2.00433e+06	7.361
922	3.0276e+06	2.00433e+06	7.362
923	3.0276e+06	2.00433e+06	7.362
924	3.0276e+06	2.00433e+06	7.362
925	3.0276e+06	2.00433e+06	7.363
926	3.0276e+06	2.00433e+06	7.363
927	3.0276e+06	2.00433e+06	7.364
928	3.0276e+06	2.00433e+06	7.365
929	3.0276e+06	2.00433e+06	7.365
930	3.0276e+06	2.00433e+06	7.438
931	3.0342e+06	2.00873e+06	7.439
932	3.04079e+06	2.01313e+06	7.439
933	3.04739e+06	2.01753e+06	7.44
934	3.05399e+06	2.02193e+06	7.441
935	3.06059e+06	2.02633e+06	7.442
936	3.06719e+06	2.03073e+06	7.442
937	3.07379e+06	2.03513e+06	7.443
938	3.08038e+06	2.03953e+06	7.444
939	3.08698e+06	2.04393e+06	7.445
940	3.09358e+06	2.04833e+06	7.517
941	3.09358e+06	2.04833e+06	7.517
942	3.09358e+06	2.04833e+06	7.518
943	3.09358e+06	2.04833e+06	7.518
944	3.09358e+06	2.04833e+06	7.518
945	3.09358e+06	2.04833e+06	7.519
946	3.09358e+06	2.04833e+06	7.519
947	3.09358e+06	2.04833e+06	7.52
948	3.09358e+06	2.04833e+06	7.521
949	3.09358e+06	2.04833e+06	7.522
950	3.09358e+06	2.04833e+06	7.595
951	3.10018e+06	2.05273e+06	7.596
952	3.10678e+06	2.05713e+06	7.597
953	3.11338e+06	2.06153e+06	7.598
954	3.11998e+06	2.06593e+06	7.599
955	3.12657e+06	2.07033e+06	7.6
956	3.13317e+06	2.07473e+06	7.601
957	3.13977e+06	2.07913e+06	7.602
958	3.14637e+06	2.08353e+06	7.603
959	3.15297e+06	2.08793e+06	7.604
960	3.15957e+06	2.09233e+06	7.677
961	3.15957e+06	2.09233e+06	7.678
962	3.15957e+06	2.09233e+06	7.679
963	3.15957e+06	2.09233e+06	7.679
964	3.15957e+06	2.09234e+06	7.679
965	3.15957e+06	2.09234e+06	7.68
966	3.15957e+06	2.09234e+06	7.681
967	3.15957e+06	2.09234e+06	7.682
968	3.15957e+06	2.09234e+06	7.683
969	3.15957e+06	2.09234e+06	7.684
970	3.15957e+06	2.09234e+06	7.758
971	3.16617e+06	2.09674e+06	7.759
972	3.17277e+06	2.10114e+06	7.76
973	3.17936e+06	2.10554e+06	7.761
974	3.18596e+06	2.10994e+06	7.762
975	3.19256e+06	2.11434e+06	7.763
976	3.19696e+06	2.11654e+06	7.763
977	3.20356e+06	2.12094e+06	7.764
978	3.21016e+06	2.12534e+06	7.765
979	3.21676e+06	2.12974e+06	7.766
980	3.22335e+06	2.13414e+06	7.839
981	3.22335e+06	2.13414e+06	7.84
982	3.22336e+06	2.13414e+06	7.841
983	3.22336e+06	2.13414e+06	7.842
984	3.22336e+06	2.13414e+06	7.842
985	3.22336e+06	2.13414e+06	7.843
986	3.22336e+06	2.13414e+06	7.844
987	3.22336e+06	2.13414e+06	7.845
988	3.22336e+06	2.13414e+06	7.846
989	3.22336e+06	2.13414e+06	7.847
990	3.22336e+06	2.13414e+06	7.921
991	3.22996e+06	2.13854e+06	7.922
992	3.23655e+06	2.14294e+06	7.923
993	3.24315e+06	2.14734e+06	7.924
994	3.24975e+06	2.15174e+06	7.925
995	3.25635e+06	2.15614e+06	7.926
996	3.26295e+06	2.16054e+06	7.927
997	3.26954e+06	2.16494e+06	7.928
998	3.27614e+06	2.16934e+06	7.929
999	3.28274e+06	2.17374e+06	7.93
1000	3.28934e+06	2.17814e+06	8.002
total	3.28934e+06	2.17814e+06	8.002
