step	total_gs	compute_gs	write_gs
802	2.64772e+06	1.77883e+06	6.397
803	2.64772e+06	1.77883e+06	6.398
804	2.64772e+06	1.77883e+06	6.399
805	2.64772e+06	1.77883e+06	6.4
806	2.64772e+06	1.77883e+06	6.401
807	2.64772e+06	1.77883e+06	6.402
808	2.64772e+06	1.77883e+06	6.402
809	2.64772e+06	1.77883e+06	6.402
810	2.64772e+06	1.77883e+06	6.475
811	2.65432e+06	1.78323e+06	6.476
812	2.65981e+06	1.78763e+06	6.477
813	2.66532e+06	1.79203e+06	6.478
814	2.67192e+06	1.79643e+06	6.479
815	2.67852e+06	1.80083e+06	6.48
816	2.68512e+06	1.80523e+06	6.481
817	2.69172e+06	1.80963e+06	6.481
818	2.69832e+06	1.81403e+06	6.482
819	2.70492e+06	1.81843e+06	6.482
820	2.71152e+06	1.82283e+06	6.555
821	2.71152e+06	1.82283e+06	6.556
822	2.71152e+06	1.82283e+06	6.556
823	2.71152e+06	1.82283e+06	6.556
824	2.71152e+06	1.82283e+06	6.557
825	2.71152e+06	1.82283e+06	6.558
826	2.71152e+06	1.82283e+06	6.559
827	2.71152e+06	1.82283e+06	6.56
828	2.71152e+06	1.82283e+06	6.561
829	2.71152e+06	1.82283e+06	6.562
830	2.71152e+06	1.82283e+06	6.635
831	2.71812e+06	1.82723e+06	6.636
832	2.72472e+06	1.83164e+06	6.637
833	2.73132e+06	1.83604e+06	6.638
834	2.73792e+06	1.84044e+06	6.639
835	2.74452e+06	1.84484e+06	6.64
836	2.75112e+06	1.84924e+06	6.64
837	2.75772e+06	1.85364e+06	6.641
838	2.76432e+06	1.85804e+06	6.641
839	2.77092e+06	1.86244e+06	6.641
840	2.77752e+06	1.86684e+06	6.714
841	2.77752e+06	1.86684e+06	6.715
842	2.77752e+06	1.86684e+06	6.716
843	2.77752e+06	1.86684e+06	6.716
844	2.77752e+06	1.86684e+06	6.717
845	2.77752e+06	1.86684e+06	6.718
846	2.77752e+06	1.86684e+06	6.719
847	2.77752e+06	1.86684e+06	6.719
848	2.77752e+06	1.86684e+06	6.72
849	2.77752e+06	1.86684e+06	6.721
850	2.77752e+06	1.86684e+06	6.794
851	2.78412e+06	1.87124e+06	6.794
852	2.79072e+06	1.87564e+06	6.795
853	2.79732e+06	1.88004e+06	6.796
854	2.80392e+06	1.88444e+06	6.797
855	2.81052e+06	1.88884e+06	6.798
856	2.81712e+06	1.89324e+06	6.799
857	2.82372e+06	1.89764e+06	6.8
858	2.83032e+06	1.90204e+06	6.801
859	2.83692e+06	1.90644e+06	6.802
860	2.84352e+06	1.91084e+06	6.875
861	2.84352e+06	1.91084e+06	6.876
862	2.84352e+06	1.91084e+06	6.876
863	2.84352e+06	1.91084e+06	6.876
864	2.84352e+06	1.91084e+06	6.877
865	2.84352e+06	1.91084e+06	6.878
866	2.84352e+06	1.91084e+06	6.879
867	2.84352e+06	1.91084e+06	6.88
868	2.84352e+06	1.91084e+06	6.881
869	2.84352e+06	1.91084e+06	6.882
870	2.84352e+06	1.91084e+06	6.955
871	2.85012e+06	1.91524e+06	6.956
872	2.85672e+06	1.91964e+06	6.957
873	2.86332e+06	1.92404e+06	6.958
874	2.86992e+06	1.92844e+06	6.958
875	2.87652e+06	1.93284e+06	6.958
876	2.88312e+06	1.93724e+06	6.959
877	2.88972e+06	1.94164e+06	6.96
878	2.89632e+06	1.94604e+06	6.961
879	2.90292e+06	1.95044e+06	6.962
880	2.90952e+06	1.95484e+06	7.035
881	2.90952e+06	1.95484e+06	7.036
882	2.90952e+06	1.95484e+06	7.037
883	2.90952e+06	1.95484e+06	7.037
884	2.90952e+06	1.95484e+06	7.038
885	2.90952e+06	1.95484e+06	7.038
886	2.90952e+06	1.95484e+06	7.039
887	2.90952e+06	1.95484e+06	7.04
888	2.90952e+06	1.95484e+06	7.041
889	2.90952e+06	1.95484e+06	7.041
890	2.90952e+06	1.95484e+06	7.114
891	2.91612e+06	1.95924e+06	7.115
892	2.92272e+06	1.96364e+06	7.115
893	2.92932e+06	1.96804e+06	7.115
894	2.93592e+06	1.97244e+06	7.116
895	2.94252e+06	1.97684e+06	7.117
896	2.94912e+06	1.98124e+06	7.118
897	2.95572e+06	1.98564e+06	7.119
898	2.96232e+06	1.99004e+06	7.119
899	2.96892e+06	1.99444e+06	7.119
900	2.97552e+06	1.99884e+06	7.191
901	2.97552e+06	1.99884e+06	7.192
902	2.97552e+06	1.99884e+06	7.193
903	2.97552e+06	1.99884e+06	7.194
904	2.97552e+06	1.99884e+06	7.195
905	2.97552e+06	1.99884e+06	7.195
906	2.97552e+06	1.99884e+06	7.196
907	2.97552e+06	1.99884e+06	7.197
908	2.97552e+06	1.99884e+06	7.198
909	2.97552e+06	1.99884e+06	7.199
910	2.97552e+06	1.99884e+06	7.272
911	2.98212e+06	2.00324e+06	7.273
912	2.98872e+06	2.00765e+06	7.273
913	2.99532e+06	2.01204e+06	7.273
914	3.00192e+06	2.01644e+06	7.273
915	3.00852e+06	2.02084e+06	7.273
916	3.01512e+06	2.02524e+06	7.274
917	3.02172e+06	2.02964e+06	7.275
918	3.02832e+06	2.03404e+06	7.276
919	3.03492e+06	2.03844e+06	7.276
920	3.04152e+06	2.04284e+06	7.349
921	3.04152e+06	2.04285e+06	7.35
922	3.04152e+06	2.04285e+06	7.35
923	3.04152e+06	2.04285e+06	7.351
924	3.04152e+06	2.04285e+06	7.352
925	3.04152e+06	2.04285e+06	7.352
926	3.04152e+06	2.04285e+06	7.352
927	3.04152e+06	2.04285e+06	7.353
928	3.04152e+06	2.04285e+06	7.354
929	3.04152e+06	2.04285e+06	7.354
930	3.04152e+06	2.04285e+06	7.427
931	3.04812e+06	2.04725e+06	7.428
932	3.05472e+06	2.05165e+06	7.429
933	3.06132e+06	2.05605e+06	7.429
934	3.06792e+06	2.06045e+06	7.43
935	3.07452e+06	2.06485e+06	7.431
936	3.08112e+06	2.06925e+06	7.432
937	3.08772e+06	2.07365e+06	7.433
938	3.09432e+06	2.07805e+06	7.434
939	3.10092e+06	2.08245e+06	7.435
940	3.10752e+06	2.08685e+06	7.507
941	3.10752e+06	2.08685e+06	7.508
942	3.10752e+06	2.08685e+06	7.508
943	3.10752e+06	2.08685e+06	7.509
944	3.10752e+06	2.08685e+06	7.51
945	3.10753e+06	2.08685e+06	7.51
946	3.10753e+06	2.08685e+06	7.511
947	3.10753e+06	2.08685e+06	7.511
948	3.10753e+06	2.08685e+06	7.512
949	3.10753e+06	2.08685e+06	7.513
950	3.10753e+06	2.08685e+06	7.586
951	3.11413e+06	2.09125e+06	7.587
952	3.12073e+06	2.09565e+06	7.588
953	3.12733e+06	2.10005e+06	7.589
954	3.13393e+06	2.10445e+06	7.589
955	3.14053e+06	2.10885e+06	7.589
956	3.14713e+06	2.11325e+06	7.59
957	3.15373e+06	2.11765e+06	7.59
958	3.16033e+06	2.12205e+06	7.591
959	3.16693e+06	2.12645e+06	7.592
960	3.17353e+06	2.13085e+06	7.665
961	3.17353e+06	2.13085e+06	7.665
962	3.17353e+06	2.13085e+06	7.666
963	3.17353e+06	2.13085e+06	7.667
964	3.17353e+06	2.13085e+06	7.668
965	3.17353e+06	2.13085e+06	7.669
966	3.17353e+06	2.13085e+06	7.669
967	3.17353e+06	2.13085e+06	7.67
968	3.17353e+06	2.13085e+06	7.671
969	3.17353e+06	2.13085e+06	7.672
970	3.17353e+06	2.13085e+06	7.744
971	3.18013e+06	2.13525e+06	7.745
972	3.18673e+06	2.13965e+06	7.746
973	3.19333e+06	2.14405e+06	7.746
974	3.19993e+06	2.14845e+06	7.746
975	3.20653e+06	2.15285e+06	7.747
976	3.21202e+06	2.15725e+06	7.748
977	3.21862e+06	2.16165e+06	7.748
978	3.22522e+06	2.16605e+06	7.749
979	3.23182e+06	2.17045e+06	7.75
980	3.23842e+06	2.17485e+06	7.823
981	3.23842e+06	2.17485e+06	7.823
982	3.23842e+06	2.17485e+06	7.824
983	3.23842e+06	2.17485e+06	7.825
984	3.23842e+06	2.17485e+06	7.826
985	3.23842e+06	2.17485e+06	7.827
986	3.23842e+06	2.17485e+06	7.828
987	3.23842e+06	2.17485e+06	7.829
988	3.23843e+06	2.17485e+06	7.83
989	3.23843e+06	2.17486e+06	7.831
990	3.23843e+06	2.17486e+06	7.904
991	3.24503e+06	2.17926e+06	7.905
992	3.25163e+06	2.18366e+06	7.906
993	3.25822e+06	2.18806e+06	7.907
994	3.26483e+06	2.19246e+06	7.908
995	3.27143e+06	2.19686e+06	7.909
996	3.27803e+06	2.20126e+06	7.909
997	3.28463e+06	2.20566e+06	7.91
998	3.29123e+06	2.21006e+06	7.91
999	3.29782e+06	2.21446e+06	7.911
1000	3.30442e+06	2.21886e+06	7.984
total	3.30442e+06	2.21886e+06	7.984
