step	total_gs	compute_gs	write_gs
83	176013	176012	0.627
84	176013	176012	0.628
85	176013	176012	0.629
86	176013	176012	0.63
87	176014	176013	0.63
88	176014	176013	0.631
89	176014	176013	0.631
90	176014	176013	0.704
91	180414	180413	0.705
92	184815	184814	0.706
93	189215	189214	0.707
94	193615	193614	0.708
95	198015	198014	0.709
96	202415	202414	0.71
97	206815	206814	0.711
98	211215	211214	0.712
99	215616	215615	0.713
100	220016	220014	0.786
101	220016	220015	0.787
102	220016	220015	0.787
103	220016	220015	0.788
104	220016	220015	0.789
105	220016	220015	0.79
106	220017	220015	0.791
107	220017	220016	0.792
108	220017	220016	0.793
109	220017	220016	0.793
110	220017	220016	0.866
111	224418	224417	0.867
112	228818	228817	0.868
113	233218	233217	0.868
114	237618	237617	0.869
115	242018	242017	0.869
116	246418	246417	0.87
117	250818	250817	0.87
118	255219	255218	0.871
119	259619	259618	0.872
120	264019	261818	0.945
121	264019	261818	0.946
122	264019	261818	0.947
123	264020	261819	0.948
124	264020	261819	0.949
125	264020	261819	0.95
126	264020	261819	0.951
127	264020	261819	0.952
128	264021	261820	0.953
129	264021	261820	0.954
130	264021	261820	1.026
131	268422	266220	1.027
132	272822	270621	1.028
133	277222	275021	1.029
134	281622	279421	1.03
135	286022	283821	1.03
136	290422	288221	1.03
137	294822	292621	1.031
138	299222	297021	1.031
139	303622	301421	1.031
140	308023	305821	1.103
141	308023	305822	1.104
142	308023	305822	1.104
143	308023	305822	1.105
144	308023	305822	1.106
145	308023	305822	1.107
146	308024	305822	1.108
147	308024	305823	1.109
148	308024	305823	1.109
149	308024	305823	1.11
150	308024	305823	1.183
151	312425	310223	1.184
152	316825	314623	1.184
153	321225	319023	1.185
154	325625	323423	1.186
155	330025	327823	1.186
156	334425	332224	1.186
157	338825	336624	1.187
158	343225	341024	1.187
159	347625	345424	1.187
160	352025	349824	1.26
161	352025	349824	1.261
162	352025	349824	1.262
163	352026	349824	1.263
164	352026	349824	1.264
165	352026	349824	1.265
166	352026	349825	1.266
167	352026	349825	1.266
168	352026	349825	1.267
169	352027	349825	1.268
170	352027	349825	1.341
171	356427	354225	1.342
172	360827	358625	1.343
173	365227	363025	1.344
174	369627	367425	1.344
175	374027	371826	1.345
176	378427	376226	1.346
177	382827	380626	1.347
178	387227	385025	1.347
179	391627	389425	1.347
180	396027	393825	1.42
181	396027	393826	1.42
182	396027	393826	1.42
183	396028	393826	1.42
184	396028	393826	1.42
185	396028	393826	1.421
186	396028	393827	1.421
187	396028	393827	1.422
188	396029	393827	1.422
189	396029	393827	1.423
190	396029	393827	1.496
191	400429	398227	1.497
192	404829	402627	1.497
193	409229	407027	1.497
194	413629	411428	1.497
195	418030	415828	1.498
196	418030	415828	1.499
197	418030	415828	1.5
198	418030	415828	1.501
199	418030	415829	1.502
200	418031	415829	1.575
201	422431	420229	1.576
202	426831	424629	1.577
203	431230	429029	1.578
204	435630	433429	1.579
205	440031	437829	1.579
206	444430	442228	1.58
207	448830	446628	1.58
208	453230	451028	1.581
209	457630	455428	1.582
210	462030	459828	1.654
211	462030	459828	1.655
212	462031	459829	1.656
213	462031	459829	1.657
214	462031	459829	1.657
215	462031	459829	1.657
216	462031	459829	1.658
217	462032	459830	1.659
218	462032	459830	1.66
219	462032	459830	1.661
220	462032	459830	1.733
221	466432	464230	1.734
222	470833	468631	1.735
223	475233	473030	1.735
224	479633	477430	1.735
225	484033	481831	1.736
226	488433	486231	1.736
227	492833	490631	1.737
228	497233	495031	1.738
229	501633	499431	1.739
230	506033	503831	1.811
231	506033	503831	1.812
232	506034	503831	1.813
233	506034	503831	1.814
234	506034	503832	1.814
235	506034	503832	1.814
236	506034	503832	1.815
237	506034	503832	1.815
238	506035	503832	1.816
239	506035	503833	1.817
240	506035	503833	1.89
241	510435	508233	1.891
242	514836	512633	1.891
243	519236	517033	1.892
244	523636	521433	1.893
245	528036	525834	1.893
246	532436	530234	1.894
247	536836	534634	1.895
248	541236	539034	1.896
249	545636	543434	1.897
250	550037	547834	1.969
251	550037	547834	1.97
252	550037	547835	1.971
253	550037	547835	1.972
254	550037	547835	1.972
255	550038	547835	1.973
256	550038	547835	1.974
257	550038	547835	1.974
258	550038	547836	1.975
259	550038	547836	1.975
260	550039	547836	2.048
261	554439	552236	2.049
262	558839	556636	2.05
263	563239	561036	2.05
264	567639	565436	2.05
265	572039	569836	2.05
266	576439	574237	2.05
267	580839	578637	2.05
268	585239	583037	2.051
269	589640	587437	2.052
270	594040	591837	2.124
271	594040	591838	2.125
272	594040	591838	2.126
273	594041	591838	2.126
274	594041	591838	2.126
275	594041	591838	2.126
276	594041	591838	2.126
277	594041	591839	2.127
278	594042	591839	2.128
279	594042	591839	2.129
280	594042	591839	2.202
281	598442	594040	2.203
282	602842	598440	2.203
283	607242	602840	2.203
284	611643	607240	2.204
285	616043	611640	2.205
286	620443	616040	2.205
287	624843	620440	2.206
288	629243	624840	2.207
289	633643	629240	2.207
290	638043	633640	2.279
291	638043	633640	2.28
292	638043	633641	2.281
293	638044	633641	2.282
294	638044	633641	2.283
295	638044	633641	2.284
296	638044	633641	2.285
297	638044	633642	2.286
298	638044	633642	2.287
299	638045	633642	2.288
300	638045	633642	2.36
301	642445	638042	2.361
302	646845	642442	2.362
303	651245	646842	2.363
304	655645	651242	2.364
305	660045	655643	2.365
306	664445	660043	2.366
307	668846	664443	2.366
308	673246	668843	2.366
309	677646	673243	2.367
310	682046	677643	2.44
311	682046	677643	2.44
312	682047	677644	2.441
313	682047	677644	2.441
314	682047	677644	2.442
315	682047	677644	2.443
316	682047	677644	2.444
317	682047	677645	2.444
318	682048	677645	2.445
319	682048	677645	2.446
320	682048	677645	2.519
321	686448	682045	2.52
322	690848	686445	2.52
323	695248	690845	2.52
324	699648	695245	2.521
325	704048	699645	2.521
326	708449	704045	2.522
327	712849	708446	2.523
328	717249	712846	2.524
329	721649	717246	2.525
330	726049	721646	2.598
331	726049	721646	2.599
332	726049	721646	2.6
333	726049	721646	2.601
334	726050	721646	2.601
335	726050	721647	2.602
336	726050	721647	2.603
337	726050	721647	2.603
338	726050	721647	2.604
339	726050	721647	2.605
340	726051	721647	2.678
341	730451	726047	2.678
342	734850	730447	2.678
343	739250	734847	2.679
344	743650	739247	2.68
345	748050	743647	2.681
346	752450	748047	2.682
347	756850	752447	2.683
348	761250	756847	2.683
349	765650	761247	2.684
350	770050	765647	2.757
351	770050	765647	2.757
352	770050	765647	2.758
353	770051	765647	2.759
354	770051	765647	2.76
355	770051	765648	2.76
356	770051	765648	2.76
357	770051	765648	2.761
358	770052	765648	2.762
359	770052	765648	2.763
360	770052	765649	2.836
361	774452	770049	2.837
362	778852	774449	2.838
363	783252	778849	2.839
364	787652	783249	2.84
365	792053	787649	2.841
366	796453	792050	2.842
367	800853	796450	2.843
368	805253	800850	2.843
369	809653	805250	2.844
370	814053	809650	2.916
371	814054	809650	2.917
372	814054	809650	2.918
373	814054	809650	2.919
374	814054	809650	2.92
375	814054	809651	2.92
376	814054	809651	2.921
377	814055	809651	2.921
378	814055	809651	2.922
379	814055	809651	2.923
380	814055	809652	2.996
381	818455	814052	2.997
382	822856	818452	2.998
383	827255	822852	2.999
384	831656	827252	2.999
385	836056	831652	3
386	840456	833853	3.001
387	844856	838253	3.001
388	849257	842654	3.001
389	853657	847054	3.002
390	858057	851454	3.074
391	858057	851454	3.074
392	858057	851454	3.074
393	858057	851454	3.074
394	858058	851455	3.075
395	858058	851455	3.076
396	858058	851455	3.077
397	858058	851455	3.077
398	858058	851455	3.077
399	858059	851455	3.077
400	858059	851456	3.15
401	862459	855856	3.151
402	866859	860256	3.151
403	871259	864656	3.152
404	875659	869056	3.153
405	880060	873456	3.153
406	884460	877856	3.154
407	888860	882256	3.155
408	893259	886656	3.155
409	897659	891056	3.156
410	902059	893256	3.228
411	902059	893257	3.228
412	902060	893257	3.229
413	902060	893257	3.229
414	902060	893257	3.23
415	902060	893257	3.23
416	902060	893257	3.23
417	902061	893258	3.231
418	902061	893258	3.231
419	902061	893258	3.232
420	902061	893258	3.305
421	906462	897659	3.306
422	910862	902059	3.306
423	915262	906459	3.307
424	919662	910858	3.308
425	924062	915259	3.308
426	928462	919659	3.308
427	932862	924059	3.308
428	937262	928459	3.309
429	941662	932859	3.31
430	946062	937259	3.382
431	946063	937259	3.383
432	946063	937260	3.384
433	946063	937260	3.385
434	946063	937260	3.385
435	946063	937260	3.386
436	946063	937260	3.387
437	946064	937260	3.388
438	946064	937261	3.388
439	946064	937261	3.389
440	946064	937261	3.462
441	950464	941661	3.463
442	954864	946061	3.463
443	959265	950461	3.464
444	963664	952661	3.465
445	968065	957062	3.466
446	972465	961462	3.467
447	976865	965862	3.467
448	981265	970262	3.468
449	985665	974662	3.469
450	990065	979062	3.542
451	990065	979062	3.543
452	990066	979063	3.544
453	990066	979063	3.545
454	990066	979063	3.546
455	990066	979063	3.547
456	990066	979063	3.548
457	990066	979063	3.549
458	990067	979064	3.549
459	990067	979064	3.55
460	990067	979064	3.623
461	994468	983464	3.624
462	998868	987864	3.625
463	1.00327e+06	992265	3.626
464	1.00767e+06	996665	3.627
465	1.01207e+06	1.00106e+06	3.628
466	1.01647e+06	1.00546e+06	3.628
467	1.02087e+06	1.00986e+06	3.629
468	1.02527e+06	1.01426e+06	3.63
469	1.02967e+06	1.01866e+06	3.63
470	1.03407e+06	1.02306e+06	3.702
471	1.03407e+06	1.02306e+06	3.703
472	1.03407e+06	1.02307e+06	3.703
473	1.03407e+06	1.02307e+06	3.704
474	1.03407e+06	1.02307e+06	3.705
475	1.03407e+06	1.02307e+06	3.706
476	1.03407e+06	1.02307e+06	3.707
477	1.03407e+06	1.02307e+06	3.708
478	1.03407e+06	1.02307e+06	3.708
479	1.03407e+06	1.02307e+06	3.709
480	1.03407e+06	1.02307e+06	3.782
481	1.03847e+06	1.02747e+06	3.782
482	1.04287e+06	1.03187e+06	3.783
483	1.04727e+06	1.03627e+06	3.784
484	1.05167e+06	1.04067e+06	3.785
485	1.05607e+06	1.04507e+06	3.785
486	1.06047e+06	1.04947e+06	3.785
487	1.06487e+06	1.05387e+06	3.786
488	1.06927e+06	1.05827e+06	3.787
489	1.07367e+06	1.06267e+06	3.788
490	1.07807e+06	1.06707e+06	3.861
491	1.07807e+06	1.06707e+06	3.862
492	1.07807e+06	1.06707e+06	3.862
493	1.07807e+06	1.06707e+06	3.862
494	1.07807e+06	1.06707e+06	3.863
495	1.07807e+06	1.06707e+06	3.864
496	1.07807e+06	1.06707e+06	3.864
497	1.07807e+06	1.06707e+06	3.864
498	1.07807e+06	1.06707e+06	3.865
499	1.07807e+06	1.06707e+06	3.866
500	1.07807e+06	1.06707e+06	3.939
501	1.08247e+06	1.07147e+06	3.94
502	1.08687e+06	1.07587e+06	3.94
503	1.09127e+06	1.08027e+06	3.941
504	1.09567e+06	1.08467e+06	3.942
505	1.10007e+06	1.08687e+06	3.943
506	1.10447e+06	1.09127e+06	3.943
507	1.10887e+06	1.09567e+06	3.944
508	1.11327e+06	1.10007e+06	3.944
509	1.11767e+06	1.10447e+06	3.944
510	1.12207e+06	1.10887e+06	4.017
511	1.12207e+06	1.10887e+06	4.018
512	1.12207e+06	1.10887e+06	4.018
513	1.12207e+06	1.10887e+06	4.018
514	1.12207e+06	1.10887e+06	4.018
515	1.12207e+06	1.10887e+06	4.018
516	1.12207e+06	1.10887e+06	4.019
517	1.12208e+06	1.10887e+06	4.02
518	1.12208e+06	1.10887e+06	4.02
519	1.12208e+06	1.10887e+06	4.02
520	1.12208e+06	1.10887e+06	4.093
521	1.12648e+06	1.11327e+06	4.093
522	1.13088e+06	1.11547e+06	4.094
523	1.13528e+06	1.11987e+06	4.095
524	1.13968e+06	1.12427e+06	4.096
525	1.14408e+06	1.12867e+06	4.097
526	1.14848e+06	1.13087e+06	4.098
527	1.15288e+06	1.13527e+06	4.099
528	1.15728e+06	1.13967e+06	4.099
529	1.16168e+06	1.14187e+06	4.1
530	1.16608e+06	1.14627e+06	4.172
531	1.16608e+06	1.14627e+06	4.173
532	1.16608e+06	1.14627e+06	4.174
533	1.16608e+06	1.14627e+06	4.174
534	1.16608e+06	1.14627e+06	4.174
535	1.16608e+06	1.14627e+06	4.174
536	1.16608e+06	1.14627e+06	4.175
537	1.16608e+06	1.14627e+06	4.176
538	1.16608e+06	1.14627e+06	4.177
539	1.16608e+06	1.14627e+06	4.178
540	1.16608e+06	1.14627e+06	4.25
541	1.17048e+06	1.15068e+06	4.25
542	1.17488e+06	1.15507e+06	4.251
543	1.17928e+06	1.15948e+06	4.252
544	1.18368e+06	1.16388e+06	4.253
545	1.18808e+06	1.16828e+06	4.254
546	1.19248e+06	1.17268e+06	4.255
547	1.19688e+06	1.17708e+06	4.256
548	1.20128e+06	1.18147e+06	4.257
549	1.20568e+06	1.18588e+06	4.257
550	1.21008e+06	1.19028e+06	4.329
551	1.21008e+06	1.19028e+06	4.33
552	1.21008e+06	1.19028e+06	4.331
553	1.21008e+06	1.19028e+06	4.331
554	1.21008e+06	1.19028e+06	4.332
555	1.21008e+06	1.19028e+06	4.333
556	1.21008e+06	1.19028e+06	4.333
557	1.21008e+06	1.19028e+06	4.333
558	1.21008e+06	1.19028e+06	4.334
559	1.21008e+06	1.19028e+06	4.335
560	1.21008e+06	1.19028e+06	4.408
561	1.21448e+06	1.19468e+06	4.408
562	1.21888e+06	1.19908e+06	4.409
563	1.22328e+06	1.20348e+06	4.41
564	1.22768e+06	1.20568e+06	4.41
565	1.23208e+06	1.21008e+06	4.41
566	1.23648e+06	1.21448e+06	4.41
567	1.24088e+06	1.21668e+06	4.411
568	1.24528e+06	1.22108e+06	4.412
569	1.24968e+06	1.22548e+06	4.413
570	1.25408e+06	1.22988e+06	4.486
571	1.25408e+06	1.22988e+06	4.486
572	1.25408e+06	1.22988e+06	4.487
573	1.25408e+06	1.22988e+06	4.488
574	1.25408e+06	1.22988e+06	4.489
575	1.25408e+06	1.22988e+06	4.49
576	1.25408e+06	1.22988e+06	4.491
577	1.25408e+06	1.22988e+06	4.492
578	1.25408e+06	1.22988e+06	4.493
579	1.25408e+06	1.22988e+06	4.494
580	1.25408e+06	1.22988e+06	4.567
581	1.25848e+06	1.23428e+06	4.567
582	1.26288e+06	1.23868e+06	4.567
583	1.26728e+06	1.24308e+06	4.568
584	1.27168e+06	1.24528e+06	4.569
585	1.27608e+06	1.24968e+06	4.57
586	1.28048e+06	1.25408e+06	4.57
587	1.28488e+06	1.25628e+06	4.571
588	1.28708e+06	1.25628e+06	4.572
589	1.29148e+06	1.26068e+06	4.572
590	1.29589e+06	1.26508e+06	4.645
591	1.29589e+06	1.26508e+06	4.645
592	1.29589e+06	1.26508e+06	4.646
593	1.29589e+06	1.26508e+06	4.647
594	1.29589e+06	1.26508e+06	4.648
595	1.29589e+06	1.26508e+06	4.649
596	1.29589e+06	1.26508e+06	4.65
597	1.29589e+06	1.26508e+06	4.651
598	1.29589e+06	1.26508e+06	4.651
599	1.29589e+06	1.26508e+06	4.652
600	1.29589e+06	1.26508e+06	4.724
601	1.30029e+06	1.26948e+06	4.725
602	1.30469e+06	1.27388e+06	4.726
603	1.30909e+06	1.27828e+06	4.727
604	1.31349e+06	1.28268e+06	4.728
605	1.31789e+06	1.28708e+06	4.729
606	1.32229e+06	1.29148e+06	4.729
607	1.32669e+06	1.29589e+06	4.729
608	1.33109e+06	1.30029e+06	4.73
609	1.33549e+06	1.30469e+06	4.73
610	1.33989e+06	1.30909e+06	4.803
611	1.33989e+06	1.30909e+06	4.804
612	1.33989e+06	1.30909e+06	4.805
613	1.33989e+06	1.30909e+06	4.806
614	1.33989e+06	1.30909e+06	4.807
615	1.33989e+06	1.30909e+06	4.807
616	1.33989e+06	1.30909e+06	4.808
617	1.33989e+06	1.30909e+06	4.809
618	1.33989e+06	1.30909e+06	4.81
619	1.33989e+06	1.30909e+06	4.811
620	1.33989e+06	1.30909e+06	4.883
621	1.34429e+06	1.31349e+06	4.883
622	1.34869e+06	1.31789e+06	4.884
623	1.35309e+06	1.32229e+06	4.885
624	1.35749e+06	1.32669e+06	4.886
625	1.36189e+06	1.33109e+06	4.887
626	1.36629e+06	1.33549e+06	4.888
627	1.37069e+06	1.33989e+06	4.889
628	1.37839e+06	1.34649e+06	4.89
629	1.38609e+06	1.35199e+06	4.891
630	1.39379e+06	1.35749e+06	1106.73
631	1.40152e+06	1.36412e+06	1106.73
632	1.40592e+06	1.36852e+06	1106.73
633	1.41032e+06	1.37292e+06	1106.74
634	1.41472e+06	1.37732e+06	1106.74
635	1.41912e+06	1.38172e+06	1106.74
636	1.42352e+06	1.38612e+06	1106.74
637	1.42792e+06	1.39052e+06	1106.74
638	1.43232e+06	1.39492e+06	1106.74
639	1.43672e+06	1.39932e+06	1106.74
640	1.44112e+06	1.40372e+06	1106.81
641	1.44112e+06	1.40372e+06	1106.81
642	1.44112e+06	1.40372e+06	1106.81
643	1.44112e+06	1.40372e+06	1106.82
644	1.44113e+06	1.40372e+06	1106.82
645	1.44113e+06	1.40373e+06	1106.82
646	1.44113e+06	1.40373e+06	1106.82
647	1.44113e+06	1.40373e+06	1106.82
648	1.44113e+06	1.40373e+06	1106.82
649	1.44113e+06	1.40373e+06	1106.82
650	1.44113e+06	1.40373e+06	1106.89
651	1.44553e+06	1.40813e+06	1106.89
652	1.44993e+06	1.41253e+06	1106.89
653	1.45433e+06	1.41693e+06	1106.89
654	1.45873e+06	1.42133e+06	1106.89
655	1.46313e+06	1.42353e+06	1106.9
656	1.46753e+06	1.42793e+06	1106.9
657	1.47193e+06	1.43233e+06	1106.9
658	1.47633e+06	1.43673e+06	1106.9
659	1.48073e+06	1.44113e+06	1106.9
660	1.48513e+06	1.44553e+06	1106.97
661	1.48513e+06	1.44553e+06	1106.97
662	1.48513e+06	1.44553e+06	1106.97
663	1.48513e+06	1.44553e+06	1106.97
664	1.48513e+06	1.44553e+06	1106.97
665	1.48513e+06	1.44553e+06	1106.97
666	1.48513e+06	1.44553e+06	1106.97
667	1.48513e+06	1.44553e+06	1106.97
668	1.48513e+06	1.44553e+06	1106.98
669	1.48513e+06	1.44553e+06	1106.98
670	1.48513e+06	1.44553e+06	1107.05
671	1.48953e+06	1.44993e+06	1107.05
672	1.49393e+06	1.45433e+06	1107.05
673	1.49833e+06	1.45873e+06	1107.05
674	1.50273e+06	1.46313e+06	1107.05
675	1.50713e+06	1.46753e+06	1107.05
676	1.51153e+06	1.47193e+06	1107.05
677	1.51593e+06	1.47633e+06	1107.05
678	1.52033e+06	1.48073e+06	1107.05
679	1.52473e+06	1.48513e+06	1107.05
680	1.52913e+06	1.48953e+06	1107.12
681	1.52913e+06	1.48953e+06	1107.13
682	1.52913e+06	1.48953e+06	1107.13
683	1.52913e+06	1.48953e+06	1107.13
684	1.52913e+06	1.48953e+06	1107.13
685	1.52913e+06	1.48953e+06	1107.13
686	1.52913e+06	1.48953e+06	1107.13
687	1.52913e+06	1.48953e+06	1107.13
688	1.52913e+06	1.48953e+06	1107.13
689	1.52913e+06	1.48953e+06	1107.13
690	1.52913e+06	1.48953e+06	1107.2
691	1.53353e+06	1.49393e+06	1107.2
692	1.53793e+06	1.49833e+06	1107.2
693	1.54233e+06	1.50053e+06	1107.2
694	1.54673e+06	1.50493e+06	1107.21
695	1.55113e+06	1.50933e+06	1107.21
696	1.55553e+06	1.51373e+06	1107.21
697	1.55993e+06	1.51813e+06	1107.21
698	1.56433e+06	1.52033e+06	1107.21
699	1.56873e+06	1.52473e+06	1107.21
700	1.57313e+06	1.52913e+06	1107.28
701	1.57313e+06	1.52913e+06	1107.28
702	1.57313e+06	1.52913e+06	1107.28
703	1.57313e+06	1.52913e+06	1107.28
704	1.57313e+06	1.52913e+06	1107.28
705	1.57313e+06	1.52913e+06	1107.28
706	1.57313e+06	1.52913e+06	1107.28
707	1.57313e+06	1.52913e+06	1107.28
708	1.57313e+06	1.52913e+06	1107.28
709	1.57313e+06	1.52913e+06	1107.28
710	1.57313e+06	1.52913e+06	1107.36
711	1.57753e+06	1.53353e+06	1107.36
712	1.58193e+06	1.53793e+06	1107.36
713	1.58633e+06	1.54233e+06	1107.36
714	1.59073e+06	1.54673e+06	1107.36
715	1.59513e+06	1.55113e+06	1107.36
716	1.59953e+06	1.55333e+06	1107.36
717	1.60393e+06	1.55773e+06	1107.36
718	1.60833e+06	1.56213e+06	1107.36
719	1.61273e+06	1.56653e+06	1107.36
720	1.61713e+06	1.57093e+06	1107.44
721	1.61714e+06	1.57094e+06	1107.44
722	1.61714e+06	1.57094e+06	1107.44
723	1.61714e+06	1.57094e+06	1107.44
724	1.61714e+06	1.57094e+06	1107.44
725	1.61714e+06	1.57094e+06	1107.44
726	1.61714e+06	1.57094e+06	1107.44
727	1.61714e+06	1.57094e+06	1107.44
728	1.61714e+06	1.57094e+06	1107.44
729	1.61714e+06	1.57094e+06	1107.44
730	1.61714e+06	1.57094e+06	1107.52
731	1.62154e+06	1.57534e+06	1107.52
732	1.62594e+06	1.57974e+06	1107.52
733	1.63034e+06	1.58414e+06	1107.52
734	1.63474e+06	1.58854e+06	1107.52
735	1.63914e+06	1.59294e+06	1107.52
736	1.64354e+06	1.59734e+06	1107.52
737	1.64794e+06	1.60174e+06	1107.52
738	1.65234e+06	1.60614e+06	1107.52
739	1.65674e+06	1.61054e+06	1107.52
740	1.66114e+06	1.61494e+06	1107.59
741	1.66114e+06	1.61494e+06	1107.6
742	1.66114e+06	1.61494e+06	1107.6
743	1.66114e+06	1.61494e+06	1107.6
744	1.66114e+06	1.61494e+06	1107.6
745	1.66114e+06	1.61494e+06	1107.6
746	1.66114e+06	1.61494e+06	1107.6
747	1.66114e+06	1.61494e+06	1107.6
748	1.66114e+06	1.61494e+06	1107.6
749	1.66114e+06	1.61494e+06	1107.6
750	1.66114e+06	1.61494e+06	1107.67
751	1.66554e+06	1.61934e+06	1107.67
752	1.66994e+06	1.62374e+06	1107.67
753	1.67434e+06	1.62814e+06	1107.67
754	1.67874e+06	1.63254e+06	1107.67
755	1.68314e+06	1.63694e+06	1107.68
756	1.68754e+06	1.64134e+06	1107.68
757	1.69194e+06	1.64574e+06	1107.68
758	1.69634e+06	1.65014e+06	1107.68
759	1.70074e+06	1.65454e+06	1107.68
760	1.70514e+06	1.65894e+06	1107.75
761	1.70514e+06	1.65894e+06	1107.75
762	1.70514e+06	1.65894e+06	1107.75
763	1.70514e+06	1.65894e+06	1107.75
764	1.70514e+06	1.65894e+06	1107.75
765	1.70514e+06	1.65894e+06	1107.75
766	1.70514e+06	1.65894e+06	1107.75
767	1.70514e+06	1.65894e+06	1107.75
768	1.70514e+06	1.65894e+06	1107.75
769	1.70514e+06	1.65894e+06	1107.75
770	1.70514e+06	1.65894e+06	1107.83
771	1.70954e+06	1.66334e+06	1107.83
772	1.71394e+06	1.66774e+06	1107.83
773	1.71834e+06	1.67214e+06	1107.83
774	1.72274e+06	1.67654e+06	1107.83
775	1.72714e+06	1.68094e+06	1107.83
776	1.73154e+06	1.68534e+06	1107.83
777	1.73594e+06	1.68974e+06	1107.83
778	1.74034e+06	1.69414e+06	1107.83
779	1.74474e+06	1.69854e+06	1107.83
780	1.74914e+06	1.70294e+06	1107.9
781	1.74914e+06	1.70294e+06	1107.9
782	1.74914e+06	1.70294e+06	1107.91
783	1.74915e+06	1.70294e+06	1107.91
784	1.74915e+06	1.70294e+06	1107.91
785	1.74915e+06	1.70294e+06	1107.91
786	1.74915e+06	1.70294e+06	1107.91
787	1.74915e+06	1.70295e+06	1107.91
788	1.74915e+06	1.70295e+06	1107.91
789	1.74915e+06	1.70295e+06	1107.91
790	1.74915e+06	1.70295e+06	1107.98
791	1.75355e+06	1.70735e+06	1107.98
792	1.75795e+06	1.71175e+06	1107.98
793	1.76235e+06	1.71615e+06	1107.98
794	1.76675e+06	1.72055e+06	1107.98
795	1.77115e+06	1.72495e+06	1107.98
796	1.77555e+06	1.72935e+06	1107.98
797	1.77995e+06	1.73375e+06	1107.98
798	1.78435e+06	1.73815e+06	1107.99
799	1.78875e+06	1.74255e+06	1107.99
800	1.79315e+06	1.74695e+06	1108.06
801	1.79315e+06	1.74695e+06	1108.06
802	1.79315e+06	1.74695e+06	1108.06
803	1.79315e+06	1.74695e+06	1108.06
804	1.79315e+06	1.74695e+06	1108.06
805	1.79315e+06	1.74695e+06	1108.06
806	1.79315e+06	1.74695e+06	1108.06
807	1.79315e+06	1.74695e+06	1108.06
808	1.79315e+06	1.74695e+06	1108.06
809	1.79315e+06	1.74695e+06	1108.06
810	1.79315e+06	1.74695e+06	1108.13
811	1.79755e+06	1.75135e+06	1108.14
812	1.80195e+06	1.75355e+06	1108.14
813	1.80635e+06	1.75795e+06	1108.14
814	1.81075e+06	1.76235e+06	1108.14
815	1.81515e+06	1.76675e+06	1108.14
816	1.81955e+06	1.77115e+06	1108.14
817	1.82395e+06	1.77555e+06	1108.14
818	1.82835e+06	1.77995e+06	1108.14
819	1.83275e+06	1.78435e+06	1108.14
820	1.83715e+06	1.78875e+06	1108.21
821	1.83715e+06	1.78875e+06	1108.21
822	1.83715e+06	1.78875e+06	1108.21
823	1.83715e+06	1.78875e+06	1108.21
824	1.83715e+06	1.78875e+06	1108.21
825	1.83715e+06	1.78875e+06	1108.21
826	1.83715e+06	1.78875e+06	1108.21
827	1.83715e+06	1.78875e+06	1108.22
828	1.83715e+06	1.78875e+06	1108.22
